Project,Package,Class,Method,Smell,Description,File
project-1-team-45-master,org.apache.roller.planet.business,EntryBasicTests,testEntryCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,EntryBasicTests,testEntryCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.business.PlanetManager.saveEntry; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.pojos.SubscriptionEntry.setPubTime; org.apache.roller.planet.pojos.SubscriptionEntry.getTitle; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.business.PlanetManager.getEntryById; org.apache.roller.planet.business.PlanetManager.deleteEntry; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.pojos.SubscriptionEntry.setSubscription; org.apache.roller.planet.pojos.SubscriptionEntry.getId; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.SubscriptionEntry.getPermalink; org.apache.roller.planet.pojos.SubscriptionEntry.setPermalink; org.apache.roller.planet.pojos.SubscriptionEntry.setTitle,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,EntryFunctionalTests,testEntryLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,EntryFunctionalTests,testEntryLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.business.PlanetManager.getEntries; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.pojos.PlanetGroup.getId; org.apache.roller.planet.pojos.SubscriptionEntry.getId; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.business.PlanetManager.getGroupById; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.SubscriptionEntry.getPermalink; org.apache.roller.planet.business.PlanetManager.getEntries; org.apache.roller.planet.pojos.Subscription.getEntries; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.business.PlanetManager.getEntryById,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,EntryFunctionalTests,testDeleteEntries,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,EntryFunctionalTests,testDeleteEntries,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.business.PlanetManager.deleteEntries; org.apache.roller.planet.pojos.Subscription.getEntries; org.apache.roller.weblogger.business.Weblogger.getPlanetManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\EntryFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,GroupBasicTests,testGroupCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\GroupBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,GroupBasicTests,testGroupCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.PlanetGroup.getHandle; org.apache.roller.planet.business.PlanetManager.getGroup; org.apache.roller.planet.pojos.PlanetGroup.getPlanet; org.apache.roller.planet.pojos.PlanetGroup.setDescription; org.apache.roller.planet.business.PlanetManager.saveGroup; org.apache.roller.planet.pojos.PlanetGroup.getId; org.apache.roller.planet.business.PlanetManager.getGroupById; org.apache.roller.planet.pojos.PlanetGroup.setPlanet; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.pojos.PlanetGroup.setHandle; org.apache.roller.planet.pojos.PlanetGroup.setTitle; org.apache.roller.planet.pojos.Planet.getId; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.PlanetGroup.getTitle; org.apache.roller.planet.business.PlanetManager.deleteGroup,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\GroupBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,GroupFunctionalTests,testGroupLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\GroupFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,GroupFunctionalTests,testGroupLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.PlanetGroup.getHandle; org.apache.roller.planet.pojos.Planet.getId; org.apache.roller.planet.business.PlanetManager.getGroup; org.apache.roller.planet.pojos.PlanetGroup.getId; org.apache.roller.planet.business.PlanetManager.getGroupById; org.apache.roller.planet.business.PlanetManager.getWebloggerById; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.Planet.getGroups; org.apache.roller.weblogger.business.Weblogger.getPlanetManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\GroupFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,PlanetBasicTests,testPlanetCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PlanetBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,PlanetBasicTests,testPlanetCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Planet.getId; org.apache.roller.planet.business.PlanetManager.getWeblogger; org.apache.roller.planet.business.PlanetManager.savePlanet; org.apache.roller.planet.pojos.Planet.getTitle; org.apache.roller.planet.pojos.Planet.setTitle; org.apache.roller.planet.pojos.Planet.getHandle; org.apache.roller.planet.business.PlanetManager.getWebloggerById; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.business.PlanetManager.deletePlanet; org.apache.roller.weblogger.business.Weblogger.getPlanetManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PlanetBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,PlanetFunctionalTests,testPlanetLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PlanetFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,PlanetFunctionalTests,testPlanetLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Planet.getId; org.apache.roller.planet.business.PlanetManager.getWeblogger; org.apache.roller.planet.business.PlanetManager.getWebloggers; org.apache.roller.planet.pojos.Planet.getHandle; org.apache.roller.planet.business.PlanetManager.getWebloggerById; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getPlanetManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PlanetFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,PropertiesTest,testProperiesCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PropertiesTest.java
project-1-team-45-master,org.apache.roller.planet.business,PropertiesTest,testProperiesCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.PropertiesManager.saveProperty; org.apache.roller.weblogger.pojos.RuntimeConfigProperty.getValue; org.apache.roller.weblogger.business.PropertiesManager.getProperty; org.apache.roller.weblogger.pojos.RuntimeConfigProperty.setValue; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.PropertiesManager.saveProperties; org.apache.roller.weblogger.business.PropertiesManager.getProperties; org.apache.roller.weblogger.business.Weblogger.getPropertiesManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\PropertiesTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeed,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.pojos.Subscription.getSiteURL; org.apache.roller.planet.business.fetcher.FeedFetcher.fetchSubscription; org.apache.roller.planet.pojos.Subscription.getLastUpdated; org.apache.roller.weblogger.business.Weblogger.getFeedFetcher; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.Subscription.getEntries; org.apache.roller.planet.pojos.Subscription.getTitle,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeed,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeedConditionally,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeedConditionally,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.pojos.Subscription.getSiteURL; org.apache.roller.planet.business.fetcher.FeedFetcher.fetchSubscription; org.apache.roller.planet.business.fetcher.FeedFetcher.fetchSubscription; org.apache.roller.planet.pojos.Subscription.getLastUpdated; org.apache.roller.weblogger.business.Weblogger.getFeedFetcher; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.Subscription.getEntries; org.apache.roller.planet.pojos.Subscription.getTitle,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,RomeFeedFetcherTest,testFetchFeedConditionally,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\RomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.planet.business,SingleThreadedFeedUpdaterTest,testUpdateSubscription,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SingleThreadedFeedUpdaterTest.java
project-1-team-45-master,org.apache.roller.planet.business,SingleThreadedFeedUpdaterTest,testUpdateSubscription,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.pojos.Subscription.getSiteURL; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.business.updater.FeedUpdater.updateSubscription; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.pojos.Subscription.getLastUpdated; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.planet.pojos.Subscription.getEntries; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.business.PlanetManager.getSubscription; org.apache.roller.planet.pojos.Subscription.getTitle,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SingleThreadedFeedUpdaterTest.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionBasicTests,testSubscriptionCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionBasicTests,testSubscriptionCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.business.PlanetManager.saveSubscription; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.pojos.Subscription.setFeedURL; org.apache.roller.planet.pojos.Subscription.setTitle; org.apache.roller.planet.business.PlanetManager.deleteSubscription; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.business.PlanetManager.getSubscription; org.apache.roller.planet.pojos.Subscription.getTitle,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionBasicTests.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionFunctionalTests,testSubscriptionLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionFunctionalTests,testSubscriptionLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.business.PlanetManager.getSubscriptionCount; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.business.PlanetManager.getSubscription,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionFunctionalTests,testSubscriptionGroupCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionFunctionalTests.java
project-1-team-45-master,org.apache.roller.planet.business,SubscriptionFunctionalTests,testSubscriptionGroupCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getGroups; org.apache.roller.planet.business.PlanetManager.getSubscriptionById; org.apache.roller.planet.business.PlanetManager.saveGroup; org.apache.roller.planet.pojos.PlanetGroup.getId; org.apache.roller.planet.pojos.Subscription.getId; org.apache.roller.planet.business.PlanetManager.getGroupById; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getPlanetManager; org.apache.roller.planet.pojos.PlanetGroup.getSubscriptions,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\planet\business\SubscriptionFunctionalTests.java
project-1-team-45-master,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\BookmarkTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogBookmarkFolder.addBookmark; org.apache.roller.weblogger.business.BookmarkManager.getFolder; org.apache.roller.weblogger.business.BookmarkManager.removeFolder; org.apache.roller.weblogger.pojos.WeblogBookmark.getId; org.apache.roller.weblogger.business.BookmarkManager.removeBookmark; org.apache.roller.weblogger.business.BookmarkManager.saveFolder; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder.getId; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder.getBookmarks; org.apache.roller.weblogger.business.Weblogger.getBookmarkManager; org.apache.roller.weblogger.business.BookmarkManager.getDefaultFolder; org.apache.roller.weblogger.business.BookmarkManager.getBookmark,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\BookmarkTest.java
